cid,age,job,marital,education,default,balance,housing,loan
1763,35,self-employed,single,tertiary,no,44,no,no
1764,57,blue-collar,married,secondary,no,2887,no,no
1765,29,admin.,single,secondary,no,1992,no,no
1766,32,blue-collar,single,secondary,no,2,no,no
1767,45,technician,married,secondary,no,1415,yes,no
1768,51,management,single,tertiary,no,297,yes,no
1769,31,technician,single,secondary,no,1094,yes,no
1770,50,self-employed,married,unknown,no,-84,yes,no
1771,38,blue-collar,single,secondary,no,-1,yes,no
1772,37,management,married,tertiary,no,347,yes,no
1773,35,management,married,tertiary,no,1253,yes,no
1774,37,unemployed,married,unknown,no,4565,no,no
1775,28,management,single,tertiary,no,781,no,no
1776,38,management,married,tertiary,no,7124,no,no
1777,43,management,married,secondary,no,17555,no,no
1778,43,management,married,unknown,no,5172,yes,no
1779,56,management,married,tertiary,no,15520,no,no
1780,32,technician,single,tertiary,no,13711,yes,no
1781,58,management,divorced,tertiary,no,1533,no,no
1782,47,management,married,tertiary,no,286,no,no
1783,31,blue-collar,single,secondary,no,-219,yes,no
1784,38,management,married,tertiary,no,0,yes,no
1785,50,blue-collar,married,secondary,no,810,yes,no
1786,32,blue-collar,married,secondary,no,300,no,no
1787,37,services,single,secondary,no,1175,yes,no
1788,39,management,married,tertiary,no,0,yes,no
1789,40,services,married,secondary,no,113,yes,no
1790,41,blue-collar,married,secondary,no,641,yes,no
1791,45,technician,married,secondary,no,1477,yes,no
1792,31,admin.,married,secondary,no,0,yes,no
1793,54,services,married,primary,no,8,yes,no
1794,39,admin.,divorced,secondary,no,399,yes,yes
1795,56,admin.,divorced,secondary,yes,-435,yes,yes
1796,35,admin.,single,secondary,no,2830,no,no
1797,34,management,married,secondary,no,15,no,no
1798,31,technician,single,secondary,no,125,no,no
1799,38,technician,married,tertiary,no,45,no,no
1800,41,technician,married,tertiary,no,13,no,no
1801,44,entrepreneur,married,tertiary,no,0,yes,no
1802,49,blue-collar,married,secondary,no,579,yes,no
1803,30,services,single,secondary,no,432,yes,no
1804,31,services,single,secondary,no,1987,yes,no
1805,34,management,married,secondary,no,857,yes,no
1806,70,retired,married,tertiary,no,15834,no,no
1807,45,management,married,tertiary,no,3370,no,no
1808,31,management,married,tertiary,no,6290,no,no
1809,57,admin.,married,secondary,no,808,no,no
1810,40,services,married,unknown,no,4075,yes,no
1811,28,blue-collar,married,secondary,no,373,yes,no
1812,44,admin.,single,secondary,no,-101,yes,no
1813,49,services,divorced,secondary,no,3250,no,no
1814,46,management,married,tertiary,no,1375,yes,no
1815,34,management,married,tertiary,no,180,no,no
1816,58,technician,married,secondary,no,175,no,no
1817,52,services,married,secondary,no,381,no,yes
1818,27,blue-collar,married,secondary,no,2171,yes,no
1819,48,technician,married,secondary,no,340,yes,no
1820,33,technician,divorced,secondary,yes,10,yes,yes
1821,46,admin.,married,secondary,no,4958,yes,no
1822,51,housemaid,married,unknown,no,21244,no,yes
1823,31,management,married,tertiary,no,156,no,no
1824,35,technician,divorced,secondary,no,473,yes,yes
1825,37,admin.,single,secondary,no,781,no,no
1826,60,entrepreneur,married,primary,no,0,no,no
1827,40,technician,married,secondary,no,1819,no,no
1828,50,management,married,tertiary,no,4374,yes,no
1829,34,entrepreneur,married,secondary,no,456,yes,yes
1830,32,technician,married,secondary,no,253,yes,no
1831,36,services,single,secondary,no,774,yes,no
1832,32,admin.,single,tertiary,no,-59,no,yes
1833,40,services,divorced,secondary,no,-81,no,yes
1834,37,blue-collar,married,primary,no,0,yes,no
1835,57,management,married,tertiary,no,0,yes,no
1836,46,management,married,tertiary,no,-3,no,no
1837,31,blue-collar,single,primary,no,2488,yes,no
1838,39,technician,divorced,tertiary,yes,3,no,no
1839,35,management,married,secondary,no,839,yes,no
1840,32,blue-collar,married,primary,no,103,no,no
1841,44,technician,divorced,secondary,no,316,yes,no
1842,41,technician,single,secondary,no,1680,yes,no
1843,59,retired,divorced,primary,no,7179,no,no
1844,39,services,married,secondary,no,247,yes,no
1845,54,management,married,tertiary,no,8295,no,no
1846,27,services,single,secondary,no,261,yes,yes
1847,51,self-employed,married,secondary,no,95,yes,no
1848,33,technician,single,secondary,no,291,no,no
1849,38,blue-collar,married,primary,no,2240,yes,no
1850,52,entrepreneur,married,tertiary,no,0,no,no
1851,54,management,divorced,tertiary,no,1295,yes,no
1852,33,blue-collar,married,primary,no,324,yes,no
1853,50,technician,married,secondary,no,669,yes,no
1854,39,blue-collar,single,secondary,no,4143,yes,yes
1855,34,management,single,tertiary,no,2646,no,no
1856,41,technician,single,secondary,no,618,no,no
1857,48,management,divorced,tertiary,no,541,yes,no
1858,38,services,married,secondary,no,434,yes,no
1859,34,blue-collar,married,secondary,no,622,yes,no
1860,32,blue-collar,married,secondary,no,0,yes,no
1861,48,management,married,secondary,no,99,yes,no
1862,28,services,single,secondary,no,290,yes,no
1863,47,blue-collar,married,secondary,no,1230,yes,no
1864,32,admin.,single,secondary,no,45,yes,yes
1865,32,admin.,married,secondary,no,923,yes,no
1866,38,management,married,tertiary,no,950,no,no
1867,86,retired,married,secondary,no,1503,no,no
1868,47,technician,married,secondary,no,65,no,no
1869,42,management,married,primary,no,-679,yes,yes
1870,44,management,married,tertiary,no,773,no,yes
1871,25,student,single,unknown,no,10788,no,no
1872,34,services,divorced,secondary,no,991,yes,no
1873,34,admin.,married,secondary,no,247,no,no
1874,53,blue-collar,married,primary,no,4143,no,no
1875,42,blue-collar,married,unknown,no,-406,yes,no
1876,30,blue-collar,single,secondary,no,180,no,no
1877,26,blue-collar,single,primary,no,-887,yes,no
1878,40,services,married,secondary,no,4157,yes,no
1879,34,technician,single,secondary,no,1386,yes,yes
1880,34,services,married,secondary,no,2211,no,no
1881,40,management,married,tertiary,no,-495,no,yes
1882,36,management,married,tertiary,no,27359,yes,no
1883,34,technician,single,secondary,no,440,yes,no
1884,32,blue-collar,single,secondary,no,135,yes,no
1885,39,technician,married,secondary,no,-735,yes,no
1886,36,technician,married,tertiary,no,60,no,no
1887,39,technician,divorced,secondary,no,902,yes,no
1888,33,management,married,unknown,no,18347,yes,no
1889,34,blue-collar,single,secondary,no,-72,yes,no
1890,42,management,married,tertiary,no,1205,no,no
1891,46,technician,married,secondary,no,499,yes,no
1892,32,management,single,tertiary,no,656,yes,yes
1893,27,services,married,secondary,no,100,no,no
1894,35,technician,divorced,secondary,no,69,yes,no
1895,53,technician,married,unknown,no,619,no,no
1896,29,services,single,secondary,no,192,no,no
1897,35,management,single,tertiary,no,0,no,no
1898,49,management,married,tertiary,no,87,no,no
1899,58,management,married,tertiary,no,3228,no,no
1900,40,management,single,tertiary,no,1361,no,no
1901,19,student,single,unknown,no,0,no,no
1902,30,student,single,tertiary,no,34,yes,no
1903,34,technician,single,secondary,no,318,no,yes
1904,60,retired,married,secondary,no,197,no,no
1905,28,student,single,tertiary,no,0,no,no
1906,46,management,married,tertiary,no,273,yes,no
1907,49,blue-collar,divorced,primary,no,15,yes,no
1908,59,management,divorced,tertiary,no,7813,yes,no
1909,44,technician,single,secondary,no,-27,yes,yes
1910,33,technician,married,tertiary,no,75,no,no
1911,54,retired,married,secondary,no,1139,yes,no
1912,26,blue-collar,married,secondary,no,115,yes,no
1913,54,blue-collar,married,secondary,no,0,no,no
1914,48,housemaid,married,primary,no,7195,no,no
1915,30,services,single,tertiary,no,-477,no,yes
1916,29,management,single,tertiary,no,1026,no,no
1917,51,entrepreneur,married,tertiary,no,3921,yes,no
1918,53,unemployed,married,primary,no,980,yes,no
1919,43,blue-collar,married,secondary,no,-179,yes,no
1920,34,admin.,married,tertiary,no,2552,yes,yes
1921,40,entrepreneur,married,tertiary,no,1729,yes,no
1922,43,technician,married,secondary,no,434,yes,no
1923,33,admin.,single,secondary,no,-300,yes,yes
1924,66,retired,married,secondary,no,4785,no,no
1925,44,technician,divorced,secondary,no,-329,yes,no
1926,33,services,married,secondary,no,0,yes,no
1927,31,technician,single,secondary,no,391,no,no
1928,71,retired,married,primary,no,4657,no,no
1929,22,student,single,primary,no,3472,no,no
1930,46,unemployed,single,tertiary,no,705,no,no
1931,32,services,married,secondary,no,255,yes,yes
1932,45,blue-collar,married,secondary,no,4365,no,yes
1933,32,management,married,secondary,no,350,yes,no
1934,49,blue-collar,married,primary,no,474,yes,yes
1935,27,technician,single,secondary,no,489,yes,no
1936,46,entrepreneur,married,secondary,no,757,no,no
1937,37,management,single,tertiary,no,695,no,no
1938,30,unemployed,single,secondary,yes,-770,yes,no
1939,44,self-employed,divorced,secondary,no,80,yes,yes
1940,45,technician,married,secondary,no,315,yes,no
1941,27,student,single,secondary,no,213,no,no
1942,57,housemaid,married,primary,no,0,no,no
1943,66,management,married,tertiary,no,2169,no,no
1944,40,admin.,divorced,secondary,no,212,no,no
1945,48,blue-collar,married,secondary,no,333,yes,no
1946,33,blue-collar,single,secondary,no,4404,yes,no
1947,42,services,divorced,secondary,no,257,yes,no
1948,47,unemployed,married,secondary,no,3188,yes,no
1949,27,technician,single,tertiary,no,3083,yes,no
1950,78,retired,married,tertiary,no,226,no,no
1951,50,services,married,primary,no,1260,no,no
1952,46,entrepreneur,single,tertiary,no,1410,yes,no
1953,41,admin.,divorced,secondary,no,6046,yes,yes
1954,36,admin.,single,tertiary,no,980,no,no
1955,49,retired,married,primary,no,-37,no,no
1956,46,management,divorced,tertiary,no,-154,yes,yes
1957,77,retired,married,primary,no,680,no,no
1958,30,technician,single,tertiary,no,799,yes,yes
1959,43,management,single,secondary,yes,-1164,yes,yes
1960,44,blue-collar,married,secondary,no,2523,yes,no
1961,40,blue-collar,married,primary,no,98,yes,no
1962,38,blue-collar,married,primary,no,3419,yes,no
1963,25,unemployed,single,tertiary,no,343,no,no
1964,49,management,married,tertiary,no,852,yes,no
1965,33,blue-collar,married,primary,no,50,yes,no
1966,40,management,single,tertiary,no,0,no,no
1967,44,blue-collar,married,primary,no,10,yes,no
1968,32,blue-collar,married,secondary,no,950,yes,yes
1969,52,management,married,tertiary,no,0,yes,no
1970,35,management,married,tertiary,no,175,yes,no
1971,35,technician,married,secondary,no,-259,yes,no
1972,32,management,married,secondary,no,6217,yes,yes
1973,42,technician,married,secondary,no,-1310,yes,yes
1974,59,blue-collar,married,unknown,no,139,no,no
1975,44,technician,single,secondary,no,7138,no,no
1976,50,admin.,divorced,secondary,no,1111,yes,no
1977,27,blue-collar,single,secondary,no,113,no,no
1978,55,management,divorced,tertiary,no,-612,no,no
1979,54,blue-collar,married,unknown,no,310,yes,no
1980,31,unemployed,single,secondary,no,-186,yes,no
1981,56,admin.,married,unknown,no,2038,no,no
1982,51,self-employed,married,tertiary,no,833,no,no
1983,61,blue-collar,married,primary,no,625,yes,no
1984,34,technician,single,secondary,no,105,yes,no
1985,56,blue-collar,married,primary,no,551,no,no
1986,29,student,single,unknown,no,145,no,no
1987,34,management,single,tertiary,no,618,yes,no
1988,35,services,single,secondary,no,1063,yes,yes
1989,56,admin.,divorced,secondary,no,985,no,yes
1990,45,blue-collar,married,secondary,no,2926,yes,yes
1991,31,admin.,single,secondary,no,-449,yes,no
1992,37,entrepreneur,divorced,tertiary,no,66,no,no
1993,43,admin.,married,secondary,no,0,yes,no
1994,40,management,married,unknown,no,419,yes,no
1995,44,management,married,primary,no,4758,yes,no
1996,38,admin.,single,secondary,no,-23,no,no
1997,58,management,divorced,tertiary,no,1573,yes,yes
1998,24,blue-collar,single,secondary,no,77,yes,no
1999,53,services,married,secondary,no,1378,yes,no
2000,36,blue-collar,married,secondary,no,-73,yes,yes
2001,28,blue-collar,married,primary,no,60,yes,no
2002,45,blue-collar,married,primary,no,137,yes,yes
2003,32,admin.,single,tertiary,no,1583,yes,no
2004,46,admin.,married,secondary,no,-121,yes,yes
2005,28,blue-collar,single,secondary,no,1065,yes,yes
2006,51,unemployed,married,secondary,no,-13,yes,no
2007,51,blue-collar,married,primary,no,1869,no,no
2008,30,technician,single,secondary,no,4787,yes,no
2009,39,technician,married,secondary,yes,-183,yes,no
2010,28,blue-collar,married,primary,no,702,yes,no
2011,31,management,single,tertiary,no,1494,no,no
2012,31,blue-collar,married,primary,no,0,yes,yes
2013,38,management,married,tertiary,no,46,no,no
2014,31,blue-collar,single,secondary,no,609,yes,no
2015,74,retired,divorced,secondary,no,4079,no,no
2016,40,management,single,tertiary,no,0,yes,no
2017,43,technician,married,secondary,no,7876,yes,no
2018,34,technician,single,tertiary,no,925,yes,no
2019,54,management,divorced,tertiary,no,7010,no,no
2020,51,blue-collar,married,primary,no,42,yes,no
2021,33,blue-collar,married,secondary,no,285,no,yes
2022,41,technician,married,tertiary,no,0,no,no
2023,33,management,single,tertiary,no,3170,no,no
2024,48,admin.,married,secondary,no,8,no,yes
2025,42,self-employed,divorced,tertiary,no,216,yes,no
2026,35,management,single,tertiary,no,2975,no,no
2027,25,admin.,married,secondary,no,894,yes,no
2028,38,blue-collar,single,primary,no,490,yes,yes
2029,45,entrepreneur,married,secondary,no,245,yes,no
2030,59,management,divorced,tertiary,no,0,yes,no
2031,47,management,married,unknown,no,150,no,no
2032,33,management,married,tertiary,no,4,yes,no
2033,59,management,married,primary,no,1727,no,no
2034,41,blue-collar,divorced,primary,no,664,no,yes
2035,42,technician,married,secondary,no,473,yes,no
2036,51,technician,divorced,tertiary,no,0,no,no
2037,45,management,married,tertiary,no,-192,yes,no
2038,30,management,married,tertiary,no,1942,yes,yes
2039,33,blue-collar,single,secondary,no,5137,yes,no
2040,43,management,married,tertiary,no,13044,no,no
2041,37,blue-collar,married,secondary,no,1053,no,no
2042,73,retired,married,primary,no,154,no,no
2043,43,blue-collar,married,secondary,no,625,yes,no
2044,52,unemployed,married,primary,no,255,no,yes
2045,44,management,married,tertiary,no,529,yes,no
2046,56,management,married,tertiary,no,318,no,yes
2047,21,services,single,secondary,no,1903,yes,no
2048,43,unknown,married,tertiary,no,1937,no,no
2049,54,management,married,primary,no,3859,no,yes
2050,59,technician,married,primary,no,4198,no,no
2051,52,blue-collar,married,primary,no,230,yes,no
2052,31,admin.,single,secondary,no,747,yes,no
2053,53,admin.,married,secondary,no,263,no,yes
2054,24,technician,single,secondary,no,-46,yes,no
2055,57,retired,married,secondary,no,0,no,yes
2056,48,technician,married,secondary,no,568,yes,no
2057,57,technician,married,secondary,no,1469,yes,no
2058,51,technician,married,secondary,no,18,no,yes
2059,50,management,divorced,tertiary,no,201,yes,no
2060,34,blue-collar,married,secondary,no,1412,yes,yes
2061,43,blue-collar,married,primary,no,-93,yes,no
2062,31,services,married,secondary,no,-331,yes,no
2063,29,blue-collar,married,unknown,no,486,yes,no
2064,39,blue-collar,married,primary,no,694,yes,no
2065,36,management,single,tertiary,no,2806,yes,no
2066,38,unemployed,single,tertiary,no,0,no,no
2067,56,management,divorced,tertiary,no,2959,yes,no
2068,41,housemaid,divorced,primary,no,22,yes,no
2069,47,technician,married,secondary,no,1167,yes,no
2070,38,management,single,tertiary,no,35,yes,no
2071,80,retired,married,secondary,no,8304,no,no
2072,37,services,married,secondary,no,4760,yes,no
2073,44,management,single,tertiary,no,-1313,yes,yes
2074,33,blue-collar,single,secondary,no,697,no,no
2075,53,technician,married,secondary,no,230,no,yes
2076,69,retired,married,tertiary,no,473,no,no
2077,46,technician,married,secondary,no,1427,yes,no
2078,30,management,single,tertiary,no,201,yes,no
2079,31,self-employed,single,secondary,no,1086,no,no
2080,38,management,divorced,tertiary,no,4335,yes,no
2081,34,services,divorced,secondary,no,44,no,no
2082,48,unknown,married,unknown,no,286,no,no
2083,46,blue-collar,divorced,primary,no,216,no,no
2084,42,admin.,married,secondary,no,214,yes,no
2085,41,blue-collar,married,secondary,no,343,yes,no
2086,33,blue-collar,married,secondary,no,-77,yes,no
2087,39,blue-collar,married,primary,no,1046,no,no
2088,27,student,single,secondary,no,1566,no,no
2089,26,management,single,tertiary,no,592,no,no
2090,38,management,single,tertiary,no,104,yes,no
2091,48,blue-collar,married,secondary,no,0,yes,no
2092,54,services,married,secondary,no,-22,no,yes
2093,51,services,married,secondary,no,0,no,no
2094,47,technician,married,secondary,no,72,no,no
2095,53,technician,married,secondary,no,100,no,no
2096,35,blue-collar,married,primary,no,319,yes,no
2097,58,management,married,tertiary,no,9339,yes,no
2098,52,management,divorced,tertiary,no,50,yes,no
